"RecordNumber","Author","Coding","Theory","Year"
2873,"Kealey, E. and Berkman, C. S.","Internet/Type","Theory of Planned Behavior (TPB);Self-Efficacy Theory",2010
2873,"Kealey, E. and Berkman, C. S.","Non-healthcare/Type","Theory of Planned Behavior (TPB);Self-Efficacy Theory",2010
2873,"Kealey, E. and Berkman, C. S.","S/Financial-Income","Theory of Planned Behavior (TPB);Self-Efficacy Theory",2010
2881,"Huston, S. A.","Attitude","The Planned Risk Information Seeking Model (PRISM);Theory of Planned Behavior (TPB);Risk Information Seeking and Processing (RISP);Augmented Risk Information Seeking and Processing Model (Augmented RISP);Health Information Acquisition Model (HIAM);Theory of Motivated Information Management (TMIM);Extended Parallel Process Model;Comprehensive Model of Information Seeking (CMIS)",2013
2881,"Huston, S. A.","Self-Efficacy/Perceived Behavioral Control","The Planned Risk Information Seeking Model (PRISM);Theory of Planned Behavior (TPB);Risk Information Seeking and Processing (RISP);Augmented Risk Information Seeking and Processing Model (Augmented RISP);Health Information Acquisition Model (HIAM);Theory of Motivated Information Management (TMIM);Extended Parallel Process Model;Comprehensive Model of Information Seeking (CMIS)",2013
2881,"Huston, S. A.","Health/Risk/Beliefs","The Planned Risk Information Seeking Model (PRISM);Theory of Planned Behavior (TPB);Risk Information Seeking and Processing (RISP);Augmented Risk Information Seeking and Processing Model (Augmented RISP);Health Information Acquisition Model (HIAM);Theory of Motivated Information Management (TMIM);Extended Parallel Process Model;Comprehensive Model of Information Seeking (CMIS)",2013
2884,"Horvath, K. J., Courtenay-Quirk, C., Harwood, E., Fisher, H., Kachur, R., McFarlane, M., O'Leary, A. and Rosser, B. R. S.","Self-Efficacy","NA",2009
2884,"Horvath, K. J., Courtenay-Quirk, C., Harwood, E., Fisher, H., Kachur, R., McFarlane, M., O'Leary, A. and Rosser, B. R. S.","S/Carer","NA",2009
2884,"Horvath, K. J., Courtenay-Quirk, C., Harwood, E., Fisher, H., Kachur, R., McFarlane, M., O'Leary, A. and Rosser, B. R. S.","S/Education","NA",2009
2884,"Horvath, K. J., Courtenay-Quirk, C., Harwood, E., Fisher, H., Kachur, R., McFarlane, M., O'Leary, A. and Rosser, B. R. S.","S/Race or Ethnicity","NA",2009
2884,"Horvath, K. J., Courtenay-Quirk, C., Harwood, E., Fisher, H., Kachur, R., McFarlane, M., O'Leary, A. and Rosser, B. R. S.","S/Sexual Orientation","NA",2009
2885,"Hong, T.","S/Financial-Health Insurance","NA",2008
2885,"Hong, T.","S/Education","NA",2008
2885,"Hong, T.","S/Race or Ethnicity","NA",2008
2885,"Hong, T.","Healthcare/Experience","NA",2008
2885,"Hong, T.","Internet/Attitude/Trust","NA",2008
2885,"Hong, T.","Internet/Experience","NA",2008
2890,"Hoffmann, K., Ristl, R., Heschl, L., Stelzer, D. and Maier, M.","S/Age","NA",2013
2890,"Hoffmann, K., Ristl, R., Heschl, L., Stelzer, D. and Maier, M.","S/Education","NA",2013
2890,"Hoffmann, K., Ristl, R., Heschl, L., Stelzer, D. and Maier, M.","S/Gender","NA",2013
2890,"Hoffmann, K., Ristl, R., Heschl, L., Stelzer, D. and Maier, M.","S/Language","NA",2013
2890,"Hoffmann, K., Ristl, R., Heschl, L., Stelzer, D. and Maier, M.","S/Race or Ethnicity","NA",2013
2890,"Hoffmann, K., Ristl, R., Heschl, L., Stelzer, D. and Maier, M.","Healthcare/Access","NA",2013
2890,"Hoffmann, K., Ristl, R., Heschl, L., Stelzer, D. and Maier, M.","Non-healthcare/Type","NA",2013
2891,"Hoffman-Goetz, L., Meissner, H. I. and Thomson, M. D.","Health Cond/Beliefs","NA",2009
2891,"Hoffman-Goetz, L., Meissner, H. I. and Thomson, M. D.","Info/Health/Info Seeking/Beliefs","NA",2009
2891,"Hoffman-Goetz, L., Meissner, H. I. and Thomson, M. D.","S/Education","NA",2009
2891,"Hoffman-Goetz, L., Meissner, H. I. and Thomson, M. D.","S/Race or Ethnicity","NA",2009
2891,"Hoffman-Goetz, L., Meissner, H. I. and Thomson, M. D.","Internet/Experience","NA",2009
2891,"Hoffman-Goetz, L., Meissner, H. I. and Thomson, M. D.","Non-healthcare/Experience","NA",2009
2899,"ha, S. and Jung Lee, Y.","Health Cond","NA",2011
2899,"ha, S. and Jung Lee, Y.","Health Cond/Family","NA",2011
2899,"ha, S. and Jung Lee, Y.","S/Age","NA",2011
2899,"ha, S. and Jung Lee, Y.","S/Education","NA",2011
2899,"ha, S. and Jung Lee, Y.","S/Gender","NA",2011
2899,"ha, S. and Jung Lee, Y.","S/Financial-Income","NA",2011
2904,"Goldner, M., Hale, T. M., Cotten, S. R., Stern, M. J. and Drentea, P.","S/Age","Eysenbach’s (2003) four types of",2013
2904,"Goldner, M., Hale, T. M., Cotten, S. R., Stern, M. J. and Drentea, P.","S/Education","Eysenbach’s (2003) four types of",2013
2904,"Goldner, M., Hale, T. M., Cotten, S. R., Stern, M. J. and Drentea, P.","S/Employment","Eysenbach’s (2003) four types of",2013
2904,"Goldner, M., Hale, T. M., Cotten, S. R., Stern, M. J. and Drentea, P.","S/Household","Eysenbach’s (2003) four types of",2013
2904,"Goldner, M., Hale, T. M., Cotten, S. R., Stern, M. J. and Drentea, P.","S/Gender","Eysenbach’s (2003) four types of",2013
2904,"Goldner, M., Hale, T. M., Cotten, S. R., Stern, M. J. and Drentea, P.","S/Location","Eysenbach’s (2003) four types of",2013
2904,"Goldner, M., Hale, T. M., Cotten, S. R., Stern, M. J. and Drentea, P.","S/Race or Ethnicity","Eysenbach’s (2003) four types of",2013
2904,"Goldner, M., Hale, T. M., Cotten, S. R., Stern, M. J. and Drentea, P.","Internet/Access","Eysenbach’s (2003) four types of",2013
2904,"Goldner, M., Hale, T. M., Cotten, S. R., Stern, M. J. and Drentea, P.","Non-healthcare/Type","Eysenbach’s (2003) four types of",2013
2904,"Goldner, M., Hale, T. M., Cotten, S. R., Stern, M. J. and Drentea, P.","S/Financial-Income","Eysenbach’s (2003) four types of",2013
2922,"Chisolm, D. J., Hardin, D. S., McCoy, K. S., Johnson, L. D., McAlearney, A. S. and Gardner, W.","Info/Beliefs","health-related Internet use:",2011
2922,"Chisolm, D. J., Hardin, D. S., McCoy, K. S., Johnson, L. D., McAlearney, A. S. and Gardner, W.","S/Health/Health Literacy","health-related Internet use:",2011
2922,"Chisolm, D. J., Hardin, D. S., McCoy, K. S., Johnson, L. D., McAlearney, A. S. and Gardner, W.","Source/Beliefs","health-related Internet use:",2011
2930,"Britt, R. K. and Hatten, K. N.","Affect","Need for Cognition (NFC);Elaboration Likelihood Model",2013
2930,"Britt, R. K. and Hatten, K. N.","S/Health/Health Literacy","Need for Cognition (NFC);Elaboration Likelihood Model",2013
2933,"Bert, F., Gualano, M. R., Brusaferro, S., De Vito, E., de Waure, C., La Torre, G., Manzoli, L., Messina, G., Todros, T., Torregrossa, M. V. and Siliquini, R.","Environ/Network/Internet","NA",2013
2933,"Bert, F., Gualano, M. R., Brusaferro, S., De Vito, E., de Waure, C., La Torre, G., Manzoli, L., Messina, G., Todros, T., Torregrossa, M. V. and Siliquini, R.","Info/Attitude/Trust","NA",2013
2933,"Bert, F., Gualano, M. R., Brusaferro, S., De Vito, E., de Waure, C., La Torre, G., Manzoli, L., Messina, G., Todros, T., Torregrossa, M. V. and Siliquini, R.","Info/Health/Info Seeking","NA",2013
2933,"Bert, F., Gualano, M. R., Brusaferro, S., De Vito, E., de Waure, C., La Torre, G., Manzoli, L., Messina, G., Todros, T., Torregrossa, M. V. and Siliquini, R.","S/Health/Health Literacy","NA",2013
2933,"Bert, F., Gualano, M. R., Brusaferro, S., De Vito, E., de Waure, C., La Torre, G., Manzoli, L., Messina, G., Todros, T., Torregrossa, M. V. and Siliquini, R.","Healthcare/Experience","NA",2013
2933,"Bert, F., Gualano, M. R., Brusaferro, S., De Vito, E., de Waure, C., La Torre, G., Manzoli, L., Messina, G., Todros, T., Torregrossa, M. V. and Siliquini, R.","Internet/Type","NA",2013
2934,"Bell, R. A., Hu, X., Orrange, S. E. and Kravitz, R. L.","Attitude/Concern","NA",2011
2934,"Bell, R. A., Hu, X., Orrange, S. E. and Kravitz, R. L.","Healthcare/Attitude/Trust","NA",2011
2934,"Bell, R. A., Hu, X., Orrange, S. E. and Kravitz, R. L.","Healthcare/Type","NA",2011
2934,"Bell, R. A., Hu, X., Orrange, S. E. and Kravitz, R. L.","Internet/Experience","NA",2011
2935,"Baumgartner, S. E. and Hartmann, T.","Attitude/Concern","Cognitive-behavioral theory of health anxiety",2011
2940,"Baldwin, A. S., Bruce, C. M. and Tiro, J. A.","S/Race or Ethnicity","Theoretical models of persuasion and information processing (Heuristic Systematic Model);Elaboration Likelihood Model",2012
2944,"Austvoll-Dahlgren, A., Falk, R. S. and Helseth, S.","Attitude","Theory of Planned Behavior (TPB);Self-Efficacy Theory",2012
2944,"Austvoll-Dahlgren, A., Falk, R. S. and Helseth, S.","Self-Efficacy/Perceived Behavioral Control","Theory of Planned Behavior (TPB);Self-Efficacy Theory",2012
2944,"Austvoll-Dahlgren, A., Falk, R. S. and Helseth, S.","Society/Subjective Norms","Theory of Planned Behavior (TPB);Self-Efficacy Theory",2012
2947,"Arora, N. K., Hesse, B. W., Rimer, B. K., Viswanath, K., Clayman, M. L. and Croyle, R. T.","Health Cond/Beliefs","NA",2007
2947,"Arora, N. K., Hesse, B. W., Rimer, B. K., Viswanath, K., Clayman, M. L. and Croyle, R. T.","Info/Health/Info Seeking","NA",2007
2947,"Arora, N. K., Hesse, B. W., Rimer, B. K., Viswanath, K., Clayman, M. L. and Croyle, R. T.","Info/Non-healthcare/Info Seeking","NA",2007
2951,"Andrews, J. E., Johnson, J. D., Case, D. O., Allard, S. and Kelly, K.","Environ/Network","NA",2005
2951,"Andrews, J. E., Johnson, J. D., Case, D. O., Allard, S. and Kelly, K.","Health Cond/Beliefs","NA",2005
2951,"Andrews, J. E., Johnson, J. D., Case, D. O., Allard, S. and Kelly, K.","Health Cond/Family","NA",2005
2951,"Andrews, J. E., Johnson, J. D., Case, D. O., Allard, S. and Kelly, K.","S/Education","NA",2005
2951,"Andrews, J. E., Johnson, J. D., Case, D. O., Allard, S. and Kelly, K.","S/Gender","NA",2005
2951,"Andrews, J. E., Johnson, J. D., Case, D. O., Allard, S. and Kelly, K.","S/Health/Health Literacy","NA",2005
2951,"Andrews, J. E., Johnson, J. D., Case, D. O., Allard, S. and Kelly, K.","S/Race or Ethnicity","NA",2005
2951,"Andrews, J. E., Johnson, J. D., Case, D. O., Allard, S. and Kelly, K.","Healthcare/Experience","NA",2005
2951,"Andrews, J. E., Johnson, J. D., Case, D. O., Allard, S. and Kelly, K.","S/Financial-Income","NA",2005
2953,"Abiona, T., Balogun, J., Yohannes, E., Adefuye, A., Yakut, Y., Amosun, S. and Frantz, J.","S/Race or Ethnicity","NA",2014
2953,"Abiona, T., Balogun, J., Yohannes, E., Adefuye, A., Yakut, Y., Amosun, S. and Frantz, J.","S/Household","NA",2014
2953,"Abiona, T., Balogun, J., Yohannes, E., Adefuye, A., Yakut, Y., Amosun, S. and Frantz, J.","S/Location","NA",2014
2953,"Abiona, T., Balogun, J., Yohannes, E., Adefuye, A., Yakut, Y., Amosun, S. and Frantz, J.","S/Education","NA",2014
5244,"Estacio, Emee Vida, Whittle, Rebecca and Protheroe, Joanne","S/Health/Health Literacy","NA",2019
5244,"Estacio, Emee Vida, Whittle, Rebecca and Protheroe, Joanne","S/Age","NA",2019
5244,"Estacio, Emee Vida, Whittle, Rebecca and Protheroe, Joanne","S/Education","NA",2019
5244,"Estacio, Emee Vida, Whittle, Rebecca and Protheroe, Joanne","S/Financial-Income","NA",2019
5244,"Estacio, Emee Vida, Whittle, Rebecca and Protheroe, Joanne","Health Status","NA",2019
5245,"Rosenberg, Dennis, Mano, Rita and Mesch, Gustavo S.","S/Gender","NA",2020
5245,"Rosenberg, Dennis, Mano, Rita and Mesch, Gustavo S.","S/Age","NA",2020
5252,"Kim, Su Hyun and Utz, Sonja","S/Health/Health Literacy","NA",2018
5258,"Lee, Jiyoung","Self-Efficacy","extended parallel process model (EPPM); extension - extended parallel process model (E-EPPM)",2019
5297,"Masson, Carmen L., Chen, Ida Q., Levine, Jacob A., Shopshire, Michael S. and Sorensen, James L.","S/Age","Unified Theory of Acceptance and Use of Technology (UTAUT)",2019
5297,"Masson, Carmen L., Chen, Ida Q., Levine, Jacob A., Shopshire, Michael S. and Sorensen, James L.","S/Employment","Unified Theory of Acceptance and Use of Technology (UTAUT)",2019
5297,"Masson, Carmen L., Chen, Ida Q., Levine, Jacob A., Shopshire, Michael S. and Sorensen, James L.","Health Cond/Side Effects","Unified Theory of Acceptance and Use of Technology (UTAUT)",2019
5297,"Masson, Carmen L., Chen, Ida Q., Levine, Jacob A., Shopshire, Michael S. and Sorensen, James L.","Attitude","Unified Theory of Acceptance and Use of Technology (UTAUT)",2019
5298,"Liu, Miao, Yang, Yiqing and Sun, Ye","S/Gender","NA",2019
5299,"Zhang, Lianshan and Jung, Eun Hwa","S/Age","NA",2019
5299,"Zhang, Lianshan and Jung, Eun Hwa","S/Financial-Income","NA",2019
5299,"Zhang, Lianshan and Jung, Eun Hwa","Info/Info Needs","NA",2019
5299,"Zhang, Lianshan and Jung, Eun Hwa","Self-Efficacy","NA",2019
5299,"Zhang, Lianshan and Jung, Eun Hwa","S/Society/Engagement","NA",2019
5299,"Zhang, Lianshan and Jung, Eun Hwa","Self-Efficacy/Perceived Behavioral Control","NA",2019
5300,"Jiang, Shaohai","Healthcare/Attitude/Trust","Social Cognitive Theory (SCT)",2019
5300,"Jiang, Shaohai","Healthcare/Engagement","Social Cognitive Theory (SCT)",2019
5302,"Dahl, Andrew J., Peltier, James W. and Milne, George R.","Healthcare/Access","Service-dominant Logic (SDL)",2018
5313,"Rikard, R., Berkowsky, Ronald W. and Cotten, Shelia R.","S/Household","NA",2018
5313,"Rikard, R., Berkowsky, Ronald W. and Cotten, Shelia R.","S/Age","NA",2018
5313,"Rikard, R., Berkowsky, Ronald W. and Cotten, Shelia R.","S/Society/Engagement","NA",2018
5326,"Jeong, Jae-Seon and Lee, Seungyoon","Info/Beliefs/Salience","NA",2018
5326,"Jeong, Jae-Seon and Lee, Seungyoon","Info/Attitude/Trust","NA",2018
5339,"Basnyat, Iccha, Nekmat, Elmie, Jiang, Shaohai and Lin, Julian","Internet/Experience","Comprehensive Model of Information Seeking (CMIS)",2018
5339,"Basnyat, Iccha, Nekmat, Elmie, Jiang, Shaohai and Lin, Julian","S/Education","Comprehensive Model of Information Seeking (CMIS)",2018
5339,"Basnyat, Iccha, Nekmat, Elmie, Jiang, Shaohai and Lin, Julian","Info/Beliefs","Comprehensive Model of Information Seeking (CMIS)",2018
5339,"Basnyat, Iccha, Nekmat, Elmie, Jiang, Shaohai and Lin, Julian","Source/Beliefs","Comprehensive Model of Information Seeking (CMIS)",2018
5339,"Basnyat, Iccha, Nekmat, Elmie, Jiang, Shaohai and Lin, Julian","Info/Attitude/Trust","Comprehensive Model of Information Seeking (CMIS)",2018
5344,"Go, Eun and You, Kyung Han","S/Gender","Straughan and Seow (2000)",2018
5344,"Go, Eun and You, Kyung Han","S/Age","Straughan and Seow (2000)",2018
5344,"Go, Eun and You, Kyung Han","S/Education","Straughan and Seow (2000)",2018
5345,"Yan, Jing, Wei, Jiuchang, Zhao, Dingtao, Vinnikova, Anna, Li, Lianjun and Wang, Shanyong","Attitude/Concern","Situational Theory of Problem Solving (STOPS)",2018
5345,"Yan, Jing, Wei, Jiuchang, Zhao, Dingtao, Vinnikova, Anna, Li, Lianjun and Wang, Shanyong","Internal locus of control","Situational Theory of Problem Solving (STOPS)",2018
5345,"Yan, Jing, Wei, Jiuchang, Zhao, Dingtao, Vinnikova, Anna, Li, Lianjun and Wang, Shanyong","Info/Beliefs","Situational Theory of Problem Solving (STOPS)",2018
5349,"Shim, Hyunju, Ailshire, Jennifer, Zelinski, Elizabeth and Crimmins, Eileen","S/Gender","Andersen’s Behavioral Model of Health Services Use",2018
5349,"Shim, Hyunju, Ailshire, Jennifer, Zelinski, Elizabeth and Crimmins, Eileen","Attitude","Andersen’s Behavioral Model of Health Services Use",2018
5349,"Shim, Hyunju, Ailshire, Jennifer, Zelinski, Elizabeth and Crimmins, Eileen","Internet/Type","Andersen’s Behavioral Model of Health Services Use",2018
5349,"Shim, Hyunju, Ailshire, Jennifer, Zelinski, Elizabeth and Crimmins, Eileen","S/Education","Andersen’s Behavioral Model of Health Services Use",2018
5349,"Shim, Hyunju, Ailshire, Jennifer, Zelinski, Elizabeth and Crimmins, Eileen","S/Employment","Andersen’s Behavioral Model of Health Services Use",2018
5349,"Shim, Hyunju, Ailshire, Jennifer, Zelinski, Elizabeth and Crimmins, Eileen","S/Financial-Health Insurance","Andersen’s Behavioral Model of Health Services Use",2018
5349,"Shim, Hyunju, Ailshire, Jennifer, Zelinski, Elizabeth and Crimmins, Eileen","Healthcare/Familiarity","Andersen’s Behavioral Model of Health Services Use",2018
5349,"Shim, Hyunju, Ailshire, Jennifer, Zelinski, Elizabeth and Crimmins, Eileen","Health Cond","Andersen’s Behavioral Model of Health Services Use",2018
5358,"Gagne, Thierry, Ghenadenik, Adrian E., Abel, Thomas and Frohlich, Katherine L.","S/Society/Engagement","NA",2018
5358,"Gagne, Thierry, Ghenadenik, Adrian E., Abel, Thomas and Frohlich, Katherine L.","Environ/Network","NA",2018
5358,"Gagne, Thierry, Ghenadenik, Adrian E., Abel, Thomas and Frohlich, Katherine L.","S/Financial-Capital","NA",2018
5358,"Gagne, Thierry, Ghenadenik, Adrian E., Abel, Thomas and Frohlich, Katherine L.","S/Education","NA",2018
5371,"Nikoloudakis, Irene A., Vandelanotte, Corneel, Rebar, Amanda L., Schoeppe, Stephanie, Alley, Stephanie, Duncan, Mitch J. and Short, Camille E.","Environ/Network/Internet","NA",2018
5376,"Van Stee, Stephanie K. and Yang, Qinghua","S/Other","Comprehensive Model of Information Seeking (CMIS)",2018
5376,"Van Stee, Stephanie K. and Yang, Qinghua","Info/Beliefs","Comprehensive Model of Information Seeking (CMIS)",2018
5376,"Van Stee, Stephanie K. and Yang, Qinghua","Healthcare/Engagement","Comprehensive Model of Information Seeking (CMIS)",2018
5376,"Van Stee, Stephanie K. and Yang, Qinghua","Info/Attitude/Trust","Comprehensive Model of Information Seeking (CMIS)",2018
5376,"Van Stee, Stephanie K. and Yang, Qinghua","Source/Beliefs","Comprehensive Model of Information Seeking (CMIS)",2018
5376,"Van Stee, Stephanie K. and Yang, Qinghua","Attitude/Concern","Comprehensive Model of Information Seeking (CMIS)",2018
5379,"Stellefson, Michael L., Shuster, Jonathan J., Chaney, Beth H., Paige, Samantha R., Alber, Julia M., Chaney, J. and Sriram, P.","S/Education","eHealth literacy scale (eHEALS)",2018
5379,"Stellefson, Michael L., Shuster, Jonathan J., Chaney, Beth H., Paige, Samantha R., Alber, Julia M., Chaney, J. and Sriram, P.","Health Cond","eHealth literacy scale (eHEALS)",2018
5379,"Stellefson, Michael L., Shuster, Jonathan J., Chaney, Beth H., Paige, Samantha R., Alber, Julia M., Chaney, J. and Sriram, P.","Health Cond/Side Effects","eHealth literacy scale (eHEALS)",2018
5379,"Stellefson, Michael L., Shuster, Jonathan J., Chaney, Beth H., Paige, Samantha R., Alber, Julia M., Chaney, J. and Sriram, P.","Health Cond/Knowledge","eHealth literacy scale (eHEALS)",2018
5379,"Stellefson, Michael L., Shuster, Jonathan J., Chaney, Beth H., Paige, Samantha R., Alber, Julia M., Chaney, J. and Sriram, P.","Self-Efficacy","eHealth literacy scale (eHEALS)",2018
5379,"Stellefson, Michael L., Shuster, Jonathan J., Chaney, Beth H., Paige, Samantha R., Alber, Julia M., Chaney, J. and Sriram, P.","S/Society/Engagement","eHealth literacy scale (eHEALS)",2018
5448,"Liu, S., Zhang, R. and Lu, X.","Internet/Attitude/Trust","NA",2019
5448,"Liu, S., Zhang, R. and Lu, X.","Info/Beliefs","NA",2019
5452,"Lewis, N. and Sznitman, S. R.","Info/Health/Info Seeking","NA",2019
5453,"Finney Rutten, L. J., Blake, K. D., Greenberg-Worisek, A. J., Allen, S. V., Moser, R. P. and Hesse, B. W.","S/Age","NA",2019
5453,"Finney Rutten, L. J., Blake, K. D., Greenberg-Worisek, A. J., Allen, S. V., Moser, R. P. and Hesse, B. W.","S/Race or Ethnicity","NA",2019
5453,"Finney Rutten, L. J., Blake, K. D., Greenberg-Worisek, A. J., Allen, S. V., Moser, R. P. and Hesse, B. W.","S/Education","NA",2019
5453,"Finney Rutten, L. J., Blake, K. D., Greenberg-Worisek, A. J., Allen, S. V., Moser, R. P. and Hesse, B. W.","S/Financial-Income","NA",2019
5464,"Ahn, J. A. and Chae, D.","Non-healthcare/Type","Structural Influence Model (SIM)",2019
5481,"Lwoga, E. T.","S/Education","Wilson information seeking model;",2019
5481,"Lwoga, E. T.","Behav/Intention","Wilson information seeking model;",2019
5485,"Myrick, J. G. and Willoughby, J. F.","S/Gender","Theory of Motivated Information Management; the Risk Information Seeking and Processing Model (RISP); and the Planned Risk Information Seeking Model (PRISM)",2019
5485,"Myrick, J. G. and Willoughby, J. F.","Non-healthcare/Type","Theory of Motivated Information Management; the Risk Information Seeking and Processing Model (RISP); and the Planned Risk Information Seeking Model (PRISM)",2019
5494,"Yan, J., Wei, J., OuYang, Z., Vinnikova, A., Zhao, D. and Zhang, H.","Health Cond/Knowledge","protective action decision model (PADM) ; heuristic-systematic information processing model (HSM)",2019
5494,"Yan, J., Wei, J., OuYang, Z., Vinnikova, A., Zhao, D. and Zhang, H.","Info/Info Needs","protective action decision model (PADM) ; heuristic-systematic information processing model (HSM)",2019
5494,"Yan, J., Wei, J., OuYang, Z., Vinnikova, A., Zhao, D. and Zhang, H.","Health/Risk/Beliefs","protective action decision model (PADM) ; heuristic-systematic information processing model (HSM)",2019
5494,"Yan, J., Wei, J., OuYang, Z., Vinnikova, A., Zhao, D. and Zhang, H.","Info/Health/Info Seeking","protective action decision model (PADM) ; heuristic-systematic information processing model (HSM)",2019
5531,"Zhu, T. and Xu, H.","S/Age","NA",2019
5531,"Zhu, T. and Xu, H.","S/Education","NA",2019
5531,"Zhu, T. and Xu, H.","Health Cond","NA",2019
5535,"Henning, O., Alfstad, K. A., Nakken, K. O. and Lossius, M. I.","S/Gender","NA",2019
5535,"Henning, O., Alfstad, K. A., Nakken, K. O. and Lossius, M. I.","S/Age","NA",2019
5535,"Henning, O., Alfstad, K. A., Nakken, K. O. and Lossius, M. I.","Health Cond/Side Effects","NA",2019
5544,"Khoong, E. C., Le, G. M., Hoskote, M., Rivadeneira, N. A., Hiatt, R. A. and Sarkar, U.","S/Age","NA",2019
5544,"Khoong, E. C., Le, G. M., Hoskote, M., Rivadeneira, N. A., Hiatt, R. A. and Sarkar, U.","S/Race or Ethnicity","NA",2019
5544,"Khoong, E. C., Le, G. M., Hoskote, M., Rivadeneira, N. A., Hiatt, R. A. and Sarkar, U.","S/Language","NA",2019
5544,"Khoong, E. C., Le, G. M., Hoskote, M., Rivadeneira, N. A., Hiatt, R. A. and Sarkar, U.","S/Education","NA",2019
5544,"Khoong, E. C., Le, G. M., Hoskote, M., Rivadeneira, N. A., Hiatt, R. A. and Sarkar, U.","Non-healthcare/Type","NA",2019
5544,"Khoong, E. C., Le, G. M., Hoskote, M., Rivadeneira, N. A., Hiatt, R. A. and Sarkar, U.","Healthcare/Familiarity","NA",2019
5569,"Clarke, R. M., Paterson, P. and Sirota, M.","Healthcare/Attitude/Trust","Wilson’s model of information behaviour",2019
5569,"Clarke, R. M., Paterson, P. and Sirota, M.","Internal locus of control","Wilson’s model of information behaviour",2019
5569,"Clarke, R. M., Paterson, P. and Sirota, M.","Self-Efficacy/Perceived Behavioral Control","Wilson’s model of information behaviour",2019
5569,"Clarke, R. M., Paterson, P. and Sirota, M.","Health/Risk/Beliefs","Wilson’s model of information behaviour",2019
5569,"Clarke, R. M., Paterson, P. and Sirota, M.","Info/Beliefs","Wilson’s model of information behaviour",2019
5569,"Clarke, R. M., Paterson, P. and Sirota, M.","Attitude","Wilson’s model of information behaviour",2019
5573,"Ertiö, T. and Räsänen, P.","S/Age","NA",2018
5573,"Ertiö, T. and Räsänen, P.","S/Education","NA",2018
5573,"Ertiö, T. and Räsänen, P.","S/Gender","NA",2018
5573,"Ertiö, T. and Räsänen, P.","S/Location","NA",2018
5573,"Ertiö, T. and Räsänen, P.","S/Financial-Income","NA",2018
5578,"Langston, M. E., Fuzzell, L., Lewis-Thames, M. W., Khan, S. and Moore, J. X.","S/Sexual Orientation","NA",2019
5578,"Langston, M. E., Fuzzell, L., Lewis-Thames, M. W., Khan, S. and Moore, J. X.","S/Gender","NA",2019
5598,"El Tantawi, M., Bakhurji, E., Al-Ansari, A., AlSubaie, A., Al Subaie, H. A. and AlAli, A.","Internet/Type","NA",2019
5598,"El Tantawi, M., Bakhurji, E., Al-Ansari, A., AlSubaie, A., Al Subaie, H. A. and AlAli, A.","Internet/Experience","NA",2019
5598,"El Tantawi, M., Bakhurji, E., Al-Ansari, A., AlSubaie, A., Al Subaie, H. A. and AlAli, A.","Info/Beliefs","NA",2019
5598,"El Tantawi, M., Bakhurji, E., Al-Ansari, A., AlSubaie, A., Al Subaie, H. A. and AlAli, A.","S/Race or Ethnicity","NA",2019
5598,"El Tantawi, M., Bakhurji, E., Al-Ansari, A., AlSubaie, A., Al Subaie, H. A. and AlAli, A.","Internet/Beliefs","NA",2019
5601,"Williams, S. L., Ames, K. and Lawson, C.","S/Gender","NA",2019
5601,"Williams, S. L., Ames, K. and Lawson, C.","S/Age","NA",2019
5601,"Williams, S. L., Ames, K. and Lawson, C.","S/Employment","NA",2019
5601,"Williams, S. L., Ames, K. and Lawson, C.","Health Cond","NA",2019
5601,"Williams, S. L., Ames, K. and Lawson, C.","Internet/Type","NA",2019
5601,"Williams, S. L., Ames, K. and Lawson, C.","Healthcare/Type","NA",2019
5601,"Williams, S. L., Ames, K. and Lawson, C.","Non-healthcare/Type","NA",2019
5605,"Rooks, R. N., Kapral, C. G. and Mathis, A. L.","S/Financial-Health Insurance","theory of uncertainty management",2019
5605,"Rooks, R. N., Kapral, C. G. and Mathis, A. L.","Source/Count","theory of uncertainty management",2019
5605,"Rooks, R. N., Kapral, C. G. and Mathis, A. L.","S/Gender","theory of uncertainty management",2019
5605,"Rooks, R. N., Kapral, C. G. and Mathis, A. L.","S/Household","theory of uncertainty management",2019
5605,"Rooks, R. N., Kapral, C. G. and Mathis, A. L.","S/Age","theory of uncertainty management",2019
5605,"Rooks, R. N., Kapral, C. G. and Mathis, A. L.","S/Education","theory of uncertainty management",2019
5605,"Rooks, R. N., Kapral, C. G. and Mathis, A. L.","Health Status","theory of uncertainty management",2019
5605,"Rooks, R. N., Kapral, C. G. and Mathis, A. L.","Healthcare/Familiarity","theory of uncertainty management",2019
5605,"Rooks, R. N., Kapral, C. G. and Mathis, A. L.","Healthcare/Beliefs","theory of uncertainty management",2019
5605,"Rooks, R. N., Kapral, C. G. and Mathis, A. L.","Health Cond","theory of uncertainty management",2019
5605,"Rooks, R. N., Kapral, C. G. and Mathis, A. L.","S/Race or Ethnicity","theory of uncertainty management",2019
5605,"Rooks, R. N., Kapral, C. G. and Mathis, A. L.","S/Financial-Income","theory of uncertainty management",2019
5610,"Brutting, J., Bergmann, M., Garzarolli, M., Rauschenberg, R., Weber, C., Berking, C., Tilgen, W., Schadendorf, D. and Meier, F.","S/Age","NA",2019
5610,"Brutting, J., Bergmann, M., Garzarolli, M., Rauschenberg, R., Weber, C., Berking, C., Tilgen, W., Schadendorf, D. and Meier, F.","Health Cond/Treatment","NA",2019
